HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Port
0,0,0,24.0,0,688.0,0.0,0.0,0.0,17.0,True,3,1
1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,0,0,43.0,0,211.0,0.0,0.0,638.0,513.0,False,1,0
2,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
0,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,0,26.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,1
0,0,0,27.0,0,1.0,697.0,31.0,188.0,0.0,False,1,1
0,0,0,19.0,0,0.0,0.0,670.0,1.0,34.0,False,3,0
0,1,0,0.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1,0,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,2,1
0,0,0,26.0,0,0.0,856.0,5.0,32.0,0.0,False,3,0
0,0,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,3,0
0,0,1,23.0,0,311.0,427.0,526.0,37.0,0.0,False,1,0
0,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,1,0,31.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,18.0,0,0.0,0.0,0.0,830.0,91.0,False,1,1
0,0,0,24.0,0,0.0,458.07720329024676,0.0,0.0,17.0,True,1,1
0,1,2,9.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,0,6.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,27.0,0,0.0,0.0,570.0,2.0,131.0,False,1,0
2,0,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,5,1
0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,31.0,0,562.0,0.0,326.0,0.0,0.0,False,3,1
0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,3,1
1,0,0,40.0,0,0.0,331.0,0.0,0.0,1687.0,False,0,0
1,0,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,0,0
1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
1,0,2,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,0,1
0,0,0,64.0,0,0.0,0.0,804.0,0.0,0.0,True,1,0
0,0,0,27.0,0,82.0,157.0,429.0,238.0,1.0,False,3,1
2,0,0,26.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,1,0
1,0,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,5,0
0,0,0,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,2,0
1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,2,0
2,1,0,24.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,1,0
0,0,0,29.0,0,0.0,0.0,0.0,699.0,74.0,False,3,1
0,0,0,18.0,0,55.0,597.0,49.0,0.0,1.0,False,1,0
2,1,0,67.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,35.0,0,701.0,0.0,296.0,0.0,25.0,False,4,1
2,0,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,5,1
2,0,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,4,1
0,1,1,22.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,1
2,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,5,1
0,0,0,19.0,0,0.0,14.0,730.0,0.0,0.0,True,3,0
0,0,1,47.0,0,97.0,418.0,126.0,25.0,55.0,False,3,1
0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,34.0,0,0.0,22.0,0.0,564.0,207.0,False,4,0
1,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,26.0,0,440.0,0.0,0.0,0.0,462.0,False,1,0
2,0,0,31.0,0,224.687617481203,0.0,97.0,0.0,0.0,False,1,0
0,0,0,20.0,0,0.0,420.0,210.0,0.0,0.0,True,1,1
0,0,0,56.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2,0,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,1,0
0,1,2,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,41.0,0,0.0,0.0,0.0,0.0,607.0,False,1,0
0,0,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,3,0
1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,0,0,57.0,0,50.0,1688.0,0.0,311.1387779083431,135.0,True,3,1
0,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,1,1
0,1,0,31.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,24.0,0,0.0,0.0,0.0,221.0,567.0,False,4,1
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,58.0,0,0.0,985.0,0.0,5.0,0.0,True,4,1
0,0,2,21.0,0,287.0,0.0,16.0,115.0,175.0,False,1,0
1,0,0,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,0,1
2,0,0,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,5,1
0,0,0,19.0,0,1.0,219.0,673.0,2.0,11.0,True,3,0
0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,20.0,0,0.0,0.0,3.0,299.0,92.0,False,3,0
1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
0,0,0,37.0,0,17.0,146.0,426.0,0.0,232.0,True,1,1
0,0,0,25.0,0,62.0,0.0,0.0,0.0,956.0,False,3,0
0,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,2,49.0,0,84.0,3.0,401.0,202.0,98.0,False,4,0
0,1,2,11.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,39.0,0,0.0,0.0,10.0,898.0,0.0,False,3,0
2,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,23.0,0,224.687617481203,0.0,8.0,1072.0,0.0,False,1,0
2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,39.0,0,406.0,0.0,867.0,0.0,0.0,True,1,0
2,0,1,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,5,0
1,0,0,36.0,0,0.0,972.0,0.0,795.0,575.0,False,6,0
0,0,1,52.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,1,2,45.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1,0,2,28.82793046746535,0,0.0,2433.0,173.72916912197996,878.0,443.0,True,2,0
1,1,0,51.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,0,0,29.0,0,0.0,2.0,66.0,0.0,705.0,False,3,1
1,0,2,28.82793046746535,0,2.0,1720.0,12.0,1125.0,122.0,True,6,1
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,2,24.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,5,0
2,0,0,29.0,0,902.0,1.0,137.0,0.0,0.0,True,1,0
2,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,17.0,0,848.0,0.0,307.0,182.0,0.0,False,1,0
0,0,0,13.0,0,192.0,0.0,0.0,51.0,739.0,False,4,0
0,0,0,35.0,0,147.0,188.0,0.0,10.0,387.0,False,1,0
0,0,0,21.0,0,367.0,281.0,0.0,0.0,146.0,False,1,0
0,0,2,21.0,0,0.0,56.0,0.0,0.0,1918.0,False,1,1
0,0,0,38.0,0,1517.0,0.0,0.0,27.0,0.0,False,1,0
0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,25.0,0,122.0,84.0,173.72916912197996,0.0,0.0,False,4,0
0,0,0,16.0,0,0.0,3.0,0.0,0.0,1099.0,False,1,0
0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,0,2,21.0,0,2237.0,0.0,119.0,0.0,0.0,False,4,1
2,0,0,23.0,0,1215.0,80.0,1.0,2.0,0.0,False,4,1
2,0,0,33.0,0,1933.0,12.0,188.0,1.0,0.0,False,4,1
2,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
2,0,0,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False,4,1
2,0,0,16.0,0,915.0,0.0,221.0,234.0,0.0,False,4,1
2,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,False,4,1
2,0,0,20.0,0,1406.0,0.0,0.0,11.0,0.0,False,1,1
2,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
0,0,0,21.0,0,0.0,2.0,665.0,0.0,9.0,False,3,1
2,0,0,32.0,1,181.0,0.0,5.0,1634.0,0.0,False,1,1
0,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,24.0,0,4.0,7.0,0.0,713.0,79.0,False,1,1
2,0,0,30.0,0,85.0,0.0,1.0,1720.0,0.0,False,1,1
0,1,1,27.0,0,0.0,458.07720329024676,0.0,0.0,0.0,False,3,1
2,0,0,32.0,0,56.0,0.0,256.0,1438.0,0.0,False,1,1
0,0,0,43.0,0,224.687617481203,888.0,0.0,0.0,0.0,False,1,0
1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
2,0,0,37.0,0,637.0,0.0,0.0,92.0,319.0,False,3,1
2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1,0,2,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False,4,0
0,0,0,18.0,0,313.0,1.0,691.0,283.0,0.0,False,1,1
0,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
1,0,2,46.0,0,0.0,3571.0,0.0,0.0,7.0,True,6,0
1,0,0,33.0,0,0.0,86.0,796.0,584.0,10912.0,False,6,0
2,0,0,21.0,0,2947.0,0.0,287.0,27.0,0.0,False,5,0
1,0,0,33.0,0,0.0,1.0,0.0,8620.0,1063.0,False,6,1
0,1,1,47.0,0,224.687617481203,0.0,0.0,0.0,0.0,False,3,1
0,1,2,54.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,0,0,30.0,0,335.0,695.0,541.0,0.0,0.0,False,1,0
0,0,0,29.0,0,272.0,615.0,0.0,0.0,1.0,False,3,0
0,0,0,21.0,0,702.0,172.0,408.0,2.0,6.0,True,1,0
1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
2,0,2,21.0,0,1664.0,0.0,173.72916912197996,0.0,0.0,False,1,1
2,1,0,60.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,0,0,22.0,0,0.0,0.0,313.0,299.0,92.0,False,1,1
1,0,0,26.0,0,0.0,4810.0,0.0,981.0,2054.0,False,4,1
0,0,0,26.0,0,66.0,29.0,0.0,0.0,803.0,False,1,0
0,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1,1,0,39.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,5,1
0,0,0,13.0,0,118.0,0.0,0.0,754.0,1.0,False,1,1
0,0,2,47.0,0,0.0,231.0,592.0,0.0,0.0,True,1,1
0,0,0,63.0,0,0.0,25.0,128.0,0.0,1240.0,False,1,0
1,1,2,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,5,1
0,0,2,50.0,0,44.0,2390.0,0.0,53.0,0.0,True,1,0
0,0,0,35.0,0,0.0,0.0,0.0,888.0,304.8547912992357,False,3,1
0,0,0,45.0,0,0.0,97.0,0.0,14.0,333.0,False,3,0
0,0,0,19.0,0,0.0,0.0,2078.0,0.0,0.0,True,1,0
0,0,0,21.0,0,0.0,918.0,0.0,0.0,0.0,True,1,1
0,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,22.0,0,146.0,654.0,1.0,0.0,2.0,True,1,0
1,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
1,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
0,0,2,57.0,0,3.0,1281.0,29.0,162.0,13.0,False,1,0
1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,28.0,0,0.0,587.0,32.0,6.0,1460.0,False,0,0
0,0,2,19.0,0,0.0,0.0,0.0,0.0,828.0,False,1,1
1,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
1,0,2,26.0,0,0.0,4458.0,0.0,1157.0,262.0,True,0,1
1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,2,9.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,0,40.0,0,0.0,6500.0,88.0,1090.0,0.0,True,5,1
1,1,0,50.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,0,1
0,0,0,24.0,0,90.0,2.0,1324.0,17.0,0.0,True,3,0
1,1,2,57.0,0,0.0,0.0,0.0,0.0,0.0,True,2,0
0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,23.0,0,0.0,0.0,15.0,0.0,1370.0,False,1,0
0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,28.0,0,0.0,422.0,0.0,1851.0,5166.0,False,4,1
1,0,2,23.0,0,0.0,584.0,0.0,20.0,2469.0,False,6,0
0,0,0,23.0,0,368.0,175.0,259.0,1.0,101.0,False,4,1
0,0,0,18.0,0,0.0,0.0,1359.0,0.0,0.0,True,1,1
0,0,0,18.0,0,1194.0,0.0,157.0,6.0,0.0,False,1,1
1,0,0,67.0,0,224.687617481203,230.0,0.0,4476.0,241.0,False,3,1
0,0,1,60.0,0,7.0,540.0,1.0,0.0,4.0,True,1,0
0,1,2,28.82793046746535,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
0,0,2,49.0,0,331.0,0.0,0.0,318.0,0.0,True,1,0
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,2,26.0,0,386.0,0.0,74.0,0.0,1330.0,False,3,0
0,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,24.0,0,0.0,2628.0,173.72916912197996,170.0,0.0,True,0,1
1,1,0,20.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,0,1
0,0,0,18.0,0,0.0,2.0,0.0,311.1387779083431,0.0,False,3,1
0,0,0,21.0,0,0.0,5.0,3.0,0.0,304.8547912992357,False,3,1
0,0,0,59.0,1,1018.0,0.0,209.0,0.0,0.0,False,1,1
0,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,2,43.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,19.0,0,17.0,0.0,784.0,0.0,2.0,True,3,1
1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
1,0,0,32.0,0,247.0,4651.0,0.0,46.0,202.0,True,6,1
1,0,0,33.0,0,443.0,317.0,0.0,148.0,1260.0,False,6,1
0,0,0,25.0,0,0.0,0.0,251.0,0.0,552.0,False,1,0
2,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,29.0,0,5715.0,2.0,211.0,1476.0,0.0,False,1,1
0,0,0,44.0,0,695.0,1.0,16.0,0.0,0.0,False,1,0
2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,19.0,0,417.0,349.0,634.0,3.0,1057.0,True,1,1
2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,1,0,18.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,1
1,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
0,1,1,5.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,1,31.0,0,121.0,0.0,0.0,274.0,907.0,False,1,0
2,1,0,30.0,0,0.0,0.0,0.0,0.0,0.0,False,4,1
0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,0,0,27.0,0,434.0,0.0,1434.0,0.0,0.0,False,1,1
2,0,0,22.0,0,142.0,2876.0,202.0,3.0,0.0,True,5,0
2,0,0,36.0,0,520.0,0.0,1865.0,0.0,0.0,True,3,1
0,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,0,0,23.0,0,2001.0,0.0,2975.0,0.0,0.0,False,1,0
0,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,0,0,41.0,0,224.687617481203,1198.0,0.0,124.0,572.0,False,1,1
0,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,1,26.0,0,148.0,0.0,453.0,0.0,88.0,False,1,1
0,0,0,15.0,0,358.0,212.0,33.0,0.0,112.0,False,1,1
0,0,2,33.0,0,0.0,36.0,0.0,280.0,417.0,True,1,1
0,0,2,28.82793046746535,0,0.0,0.0,0.0,685.0,21.0,False,3,1
2,0,0,26.0,0,2832.0,107.0,4447.0,15.0,4.0,False,1,0
2,1,0,61.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,0,0,24.0,0,0.0,0.0,592.0,177.0,58.0,True,3,1
0,0,0,30.0,0,0.0,95.0,0.0,441.0,1023.0,False,1,0
2,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,0,0,24.0,0,0.0,5.0,0.0,2766.0,0.0,False,1,0
0,1,0,41.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,20.0,0,0.0,0.0,558.0,0.0,230.0,False,4,0
0,0,0,22.0,0,116.0,0.0,786.0,6.0,0.0,True,3,1
1,0,2,63.0,0,0.0,1068.0,0.0,176.0,8188.0,False,6,1
1,0,2,18.0,0,17.0,215.0,4.0,5132.0,697.0,False,0,1
1,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,0,79.0,0,5649.0,235.0,7.0,2579.0,2175.0,False,0,1
1,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,0,33.0,0,0.0,2491.0,6.0,1173.0,1059.0,False,0,1
1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
0,0,0,31.0,0,198.0,0.0,591.0,0.0,164.0,True,3,0
1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1,1,2,38.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,0,0
0,0,0,23.0,0,348.0,0.0,0.0,4.0,368.0,False,3,0
0,0,0,28.0,0,82.0,773.0,0.0,3693.0,140.0,False,3,1
0,1,1,34.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,14.0,0,3.0,0.0,881.0,25.0,0.0,True,3,1
0,0,0,23.0,0,13.0,747.0,0.0,0.0,128.0,False,3,0
0,1,0,49.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,18.0,0,391.0,44.0,356.0,0.0,0.0,False,4,0
